date|src_and_dest|folder|transfer_rate|transfer_options|label
2019/04/16 19:57:05 |UoA --> NeSI|10gb_1_file|88.06|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 19:59:29 |UoA --> NeSI|10gb_1_file|87.81|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:01:54 |UoA --> NeSI|10gb_1_file|87.59|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:04:17 |UoA --> NeSI|10gb_1_file|88.76|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:07:28 |UoA --> NeSI|10gb_1_file|65.08|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:09:17 |UoA --> NeSI|10gb_10_files|127.92|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:11:05 |UoA --> NeSI|10gb_10_files|125.50|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:13:39 |UoA --> NeSI|10gb_10_files|82.81|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:15:27 |UoA --> NeSI|10gb_10_files|127.23|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:17:16 |UoA --> NeSI|10gb_10_files|130.49|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:18:52 |UoA --> NeSI|10gb_10_files|133.50|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:20:29 |UoA --> NeSI|10gb_10_files|133.62|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:22:17 |UoA --> NeSI|10gb_10_files|131.50|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:23:53 |UoA --> NeSI|10gb_100_files|131.27|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:25:30 |UoA --> NeSI|10gb_100_files|134.54|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:27:59 |UoA --> NeSI|10gb_100_files|85.95|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:29:51 |UoA --> NeSI|10gb_100_files|128.59|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:31:39 |UoA --> NeSI|10gb_100_files|127.03|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:33:15 |UoA --> NeSI|10gb_100_files|133.60|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:39:18 |UoA --> NeSI|10gb_100_files|31.07|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:40:55 |UoA --> NeSI|10gb_100_files|132.29|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:42:54 |UoA --> NeSI|10gb_1000_files|118.03|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:44:58 |UoA --> NeSI|10gb_1000_files|118.71|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:47:03 |UoA --> NeSI|10gb_1000_files|120.89|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:49:06 |UoA --> NeSI|10gb_1000_files|122.27|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:55:21 |UoA --> NeSI|10gb_1000_files|30.57|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:57:25 |UoA --> NeSI|10gb_1000_files|119.83|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 20:59:26 |UoA --> NeSI|10gb_1000_files|121.70|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:01:26 |UoA --> NeSI|10gb_1000_files|119.55|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:09:54 |UoA --> NeSI|10gb_10000_files|32.05|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:17:47 |UoA --> NeSI|10gb_10000_files|35.84|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:25:30 |UoA --> NeSI|10gb_10000_files|36.58|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:33:45 |UoA --> NeSI|10gb_10000_files|37.11|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:38:49 |UoA --> NeSI|10gb_10000_files|38.79|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:46:38 |UoA --> NeSI|10gb_10000_files|37.10|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 21:54:14 |UoA --> NeSI|10gb_10000_files|36.40|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:02:04 |UoA --> NeSI|10gb_10000_files|34.90|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:03:06 |NeSI --> UoA|10gb_1_file|247.01|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:04:07 |NeSI --> UoA|10gb_1_file|265.25|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:05:09 |NeSI --> UoA|10gb_1_file|260.86|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:06:10 |NeSI --> UoA|10gb_1_file|255.75|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:07:11 |NeSI --> UoA|10gb_1_file|264.28|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:08:36 |NeSI --> UoA|10gb_1_file|182.86|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:09:37 |NeSI --> UoA|10gb_1_file|264.37|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:11:02 |NeSI --> UoA|10gb_1_file|181.74|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:12:04 |NeSI --> UoA|10gb_10_files|261.57|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:13:05 |NeSI --> UoA|10gb_10_files|269.00|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:14:06 |NeSI --> UoA|10gb_10_files|278.42|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:15:08 |NeSI --> UoA|10gb_10_files|275.42|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:16:11 |NeSI --> UoA|10gb_10_files|270.44|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:17:12 |NeSI --> UoA|10gb_10_files|277.90|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:18:13 |NeSI --> UoA|10gb_10_files|282.05|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:19:14 |NeSI --> UoA|10gb_10_files|289.85|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:20:39 |NeSI --> UoA|10gb_100_files|179.79|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:21:42 |NeSI --> UoA|10gb_100_files|235.02|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:22:42 |NeSI --> UoA|10gb_100_files|230.73|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:23:44 |NeSI --> UoA|10gb_100_files|254.09|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:24:47 |NeSI --> UoA|10gb_100_files|246.92|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:25:49 |NeSI --> UoA|10gb_100_files|229.58|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:26:54 |NeSI --> UoA|10gb_100_files|235.54|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:28:09 |NeSI --> UoA|10gb_100_files|184.55|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:29:46 |NeSI --> UoA|10gb_1000_files|150.36|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:31:21 |NeSI --> UoA|10gb_1000_files|167.74|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:32:50 |NeSI --> UoA|10gb_1000_files|196.82|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:34:15 |NeSI --> UoA|10gb_1000_files|187.24|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:35:44 |NeSI --> UoA|10gb_1000_files|192.54|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:37:12 |NeSI --> UoA|10gb_1000_files|187.47|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:38:36 |NeSI --> UoA|10gb_1000_files|189.81|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:40:00 |NeSI --> UoA|10gb_1000_files|195.06|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:44:59 |NeSI --> UoA|10gb_10000_files|65.51|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:49:51 |NeSI --> UoA|10gb_10000_files|70.04|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 22:55:51 |NeSI --> UoA|10gb_10000_files|48.09|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:00:30 |NeSI --> UoA|10gb_10000_files|76.40|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:05:40 |NeSI --> UoA|10gb_10000_files|70.47|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:10:41 |NeSI --> UoA|10gb_10000_files|65.83|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:15:16 |NeSI --> UoA|10gb_10000_files|76.77|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:19:52 |NeSI --> UoA|10gb_10000_files|79.41|--no-verify-checksum|UoA-SpectrumScale
2019/04/16 23:24:35 |UoA --> NeSI|10gb_1_file|41.82|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:29:52 |UoA --> NeSI|10gb_1_file|35.70|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:35:11 |UoA --> NeSI|10gb_1_file|35.84|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:39:52 |UoA --> NeSI|10gb_1_file|41.02|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:44:34 |UoA --> NeSI|10gb_1_file|41.62|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:49:50 |UoA --> NeSI|10gb_1_file|36.70|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:54:31 |UoA --> NeSI|10gb_1_file|40.67|--verify-checksum|UoA-SpectrumScale
2019/04/16 23:59:15 |UoA --> NeSI|10gb_1_file|41.11|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:02:50 |UoA --> NeSI|10gb_10_files|55.49|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:06:23 |UoA --> NeSI|10gb_10_files|56.20|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:09:22 |UoA --> NeSI|10gb_10_files|71.02|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:13:05 |UoA --> NeSI|10gb_10_files|54.54|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:16:37 |UoA --> NeSI|10gb_10_files|55.85|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:19:24 |UoA --> NeSI|10gb_10_files|71.74|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:22:21 |UoA --> NeSI|10gb_10_files|70.98|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:25:54 |UoA --> NeSI|10gb_10_files|55.02|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:28:34 |UoA --> NeSI|10gb_100_files|78.89|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:31:12 |UoA --> NeSI|10gb_100_files|76.20|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:37:16 |UoA --> NeSI|10gb_100_files|31.00|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:40:40 |UoA --> NeSI|10gb_100_files|57.80|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:43:30 |UoA --> NeSI|10gb_100_files|74.58|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:46:55 |UoA --> NeSI|10gb_100_files|58.03|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:49:33 |UoA --> NeSI|10gb_100_files|76.98|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:52:08 |UoA --> NeSI|10gb_100_files|76.28|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:55:09 |UoA --> NeSI|10gb_1000_files|69.63|--verify-checksum|UoA-SpectrumScale
2019/04/17 00:58:11 |UoA --> NeSI|10gb_1000_files|71.06|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:01:14 |UoA --> NeSI|10gb_1000_files|70.44|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:04:18 |UoA --> NeSI|10gb_1000_files|71.44|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:07:24 |UoA --> NeSI|10gb_1000_files|72.20|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:10:26 |UoA --> NeSI|10gb_1000_files|72.44|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:13:31 |UoA --> NeSI|10gb_1000_files|72.44|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:16:35 |UoA --> NeSI|10gb_1000_files|73.41|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:22:26 |UoA --> NeSI|10gb_10000_files|32.94|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:30:13 |UoA --> NeSI|10gb_10000_files|35.43|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:38:16 |UoA --> NeSI|10gb_10000_files|35.19|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:46:12 |UoA --> NeSI|10gb_10000_files|35.86|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:54:10 |UoA --> NeSI|10gb_10000_files|35.96|--verify-checksum|UoA-SpectrumScale
2019/04/17 01:59:38 |UoA --> NeSI|10gb_10000_files|35.96|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:04:57 |UoA --> NeSI|10gb_10000_files|37.17|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:12:52 |UoA --> NeSI|10gb_10000_files|35.50|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:16:13 |NeSI --> UoA|10gb_1_file|60.36|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:19:33 |NeSI --> UoA|10gb_1_file|58.89|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:23:04 |NeSI --> UoA|10gb_1_file|57.70|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:26:25 |NeSI --> UoA|10gb_1_file|60.38|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:29:45 |NeSI --> UoA|10gb_1_file|60.05|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:33:08 |NeSI --> UoA|10gb_1_file|60.31|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:36:32 |NeSI --> UoA|10gb_1_file|58.98|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:39:43 |NeSI --> UoA|10gb_1_file|61.98|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:41:53 |NeSI --> UoA|10gb_10_files|96.47|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:44:04 |NeSI --> UoA|10gb_10_files|100.10|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:46:15 |NeSI --> UoA|10gb_10_files|101.94|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:48:25 |NeSI --> UoA|10gb_10_files|100.63|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:50:35 |NeSI --> UoA|10gb_10_files|97.90|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:52:46 |NeSI --> UoA|10gb_10_files|98.37|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:54:45 |NeSI --> UoA|10gb_10_files|103.20|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:56:55 |NeSI --> UoA|10gb_10_files|98.92|--verify-checksum|UoA-SpectrumScale
2019/04/17 02:59:06 |NeSI --> UoA|10gb_100_files|94.80|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:01:18 |NeSI --> UoA|10gb_100_files|96.19|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:03:23 |NeSI --> UoA|10gb_100_files|97.16|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:05:36 |NeSI --> UoA|10gb_100_files|98.56|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:07:49 |NeSI --> UoA|10gb_100_files|93.63|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:10:01 |NeSI --> UoA|10gb_100_files|95.83|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:12:12 |NeSI --> UoA|10gb_100_files|97.41|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:14:23 |NeSI --> UoA|10gb_100_files|95.29|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:16:57 |NeSI --> UoA|10gb_1000_files|86.98|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:19:30 |NeSI --> UoA|10gb_1000_files|86.64|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:22:06 |NeSI --> UoA|10gb_1000_files|88.88|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:24:39 |NeSI --> UoA|10gb_1000_files|86.44|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:27:15 |NeSI --> UoA|10gb_1000_files|88.01|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:29:51 |NeSI --> UoA|10gb_1000_files|88.28|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:32:29 |NeSI --> UoA|10gb_1000_files|86.55|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:35:06 |NeSI --> UoA|10gb_1000_files|86.69|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:41:13 |NeSI --> UoA|10gb_10000_files|49.26|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:46:58 |NeSI --> UoA|10gb_10000_files|50.30|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:52:57 |NeSI --> UoA|10gb_10000_files|48.64|--verify-checksum|UoA-SpectrumScale
2019/04/17 03:58:40 |NeSI --> UoA|10gb_10000_files|50.88|--verify-checksum|UoA-SpectrumScale
2019/04/17 04:05:03 |NeSI --> UoA|10gb_10000_files|51.01|--verify-checksum|UoA-SpectrumScale
2019/04/17 04:11:02 |NeSI --> UoA|10gb_10000_files|51.25|--verify-checksum|UoA-SpectrumScale
2019/04/17 04:16:40 |NeSI --> UoA|10gb_10000_files|52.85|--verify-checksum|UoA-SpectrumScale
2019/04/17 04:25:21 |NeSI --> UoA|10gb_10000_files|27.46|--verify-checksum|UoA-SpectrumScale
